alloy_name,elastic_modulus,source,mixing_entropy,mixing_enthalpy,valence_electron,diff_in_atomic_radii,diff_electronegativity,omega,lambda,phases,density,hardness,yield_strength,mean_atomic_radius,std_atomic_radius,max_atomic_radius,min_atomic_radius,delta_r,mean_electronegativity,std_electronegativity,delta_chi,vec,mixing_entropy.1,num_elements,comp_Ti,comp_Zr,comp_Hf,comp_Nb,comp_Ta,comp_V,comp_Cr,comp_Mo,comp_W,comp_Fe,comp_Co,comp_Ni,comp_Cu,comp_Al,comp_Mn,comp_Si,comp_Sn,ultimate_strength,elongation,Unnamed: 0,Alloy,Diff. Lattice Constants,Diff. Melting Point,Mixing Enthalpy,Lattice Constants,Lambda,Diff. in atomic radii,Omega,Melting Temp.,Diff. Electronegativity,Mixing Entropy,Valence electron,Young's Mod (GPa),alloy_system,elastic_modulus_gpa,composition,year,notes,Composition,Phases present,Hardness (HVN),Yield Strength (MPa),Ultimate Tensile Strength (MPa),Elongation (%),Compressive strength (MPa),Plasticity (%) - Compressive,Note on any unqiue processing or data features,Source,FCC,BCC,HCP,IM,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Ge,Hf,Li,Mg,Mn,Mo,N,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr,material_id,bulk_modulus,shear_modulus,formation_energy,elements,nsites
CaMnGe,80.54432074414021,Materials Project,,,,,,,,,4.564507843960312,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-20235,42.796,33.947,-0.350770899310344,"Ca,Ge,Mn",6.0
CuPdO2,80.57396263357073,Materials Project,,,,,,,,,7.181934577640929,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-996971,155.3,28.501,-0.8181168762499991,"Cu,O,Pd",4.0
MnSnPd2,80.59059073105333,Materials Project,,,,,,,,,9.8235696211571,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-20481,129.866,28.853,-0.411134518232757,"Mn,Pd,Sn",4.0
MnSbPt,80.60172359305267,Materials Project,,,,,,,,,10.330880719521804,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-5676,110.879,29.228,-0.364117662643674,"Mn,Pt,Sb",3.0
LiSc2Rh,80.62193151961436,Materials Project,,,,,,,,,4.714767395436385,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-865793,85.14,30.034,-0.5495435108333321,"Li,Rh,Sc",4.0
YErZn2,80.65498152623506,Materials Project,,,,,,,,,7.246361001166675,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-979421,61.225,31.495,-0.382613103333334,"Er,Y,Zn",4.0
YbSmRh2,80.67850511622052,Materials Project,,,,,,,,,11.048423335988144,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-865993,90.68,29.843,-0.8987013487499981,"Rh,Sm,Yb",4.0
YAgPb,80.70240921193118,Materials Project,,,,,,,,,9.079501670755173,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-21505,63.551,31.32,-0.501053014999999,"Ag,Pb,Y",9.0
Sm2RuAu,80.74512236849773,Materials Project,,,,,,,,,10.892818627948676,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-978824,93.022,29.788,-0.484804959999999,"Au,Ru,Sm",4.0
BaAlGe,80.94472087089017,Materials Project,,,,,,,,,4.587281021346623,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-13272,43.108,34.095,-0.475891188333328,"Al,Ba,Ge",3.0
NdMgZn2,80.95548479770171,Materials Project,,,,,,,,,5.967976188269719,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-864925,56.12,32.136,-0.338612443124999,"Mg,Nd,Zn",4.0
CrInCu2,81.08319202931274,Materials Project,,,,,,,,,8.13499698391335,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-1007961,93.374,29.914,0.175193845178572,"Cr,Cu,In",4.0
MgCuAs,81.1057587671155,Materials Project,,,,,,,,,5.493786967238555,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-4083,65.78,31.327,-0.420875554166666,"As,Cu,Mg",6.0
Rb(CoS)2,81.1193426977198,Materials Project,,,,,,,,,4.567468994962604,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-560663,56.234,32.201,-0.804153500499998,"Co,Rb,S",5.0
Sm2PdRu,81.16326268091699,Materials Project,,,,,,,,,9.61208623159874,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-867128,94.638,29.904,-0.535509165859373,"Pd,Ru,Sm",4.0
Er2ZnIn,81.17561866926437,Materials Project,,,,,,,,,9.021644686512415,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-862788,61.635,31.697,-0.469514457916666,"Er,In,Zn",4.0
ZrNi2Sb,81.18497076625383,Materials Project,,,,,,,,,8.686214128362218,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-19904,143.863,28.872,-0.459393537499999,"Ni,Sb,Zr",4.0
Ho2ZnIn,81.20136348552359,Materials Project,,,,,,,,,8.796660207778272,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-861600,60.928,31.772,-0.387168546666664,"Ho,In,Zn",4.0
TiAlPd2,81.20568413857238,Materials Project,,,,,,,,,7.963283861274216,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-865441,158.18,28.706,-0.7750691391666641,"Al,Pd,Ti",4.0
ZrTiF6,81.25278621673002,Materials Project,,,,,,,,,3.032296776304092,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-16548,84.573,30.321,-3.704137336666666,"F,Ti,Zr",8.0
Li2CePb,81.28063669234035,Materials Project,,,,,,,,,6.869982528898216,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-865932,46.894,33.556,-0.257140479166665,"Ce,Li,Pb",4.0
ScZn2Pt,81.28149367840031,Materials Project,,,,,,,,,9.779803773493592,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-862704,123.901,29.224,-0.668171681249999,"Pt,Sc,Zn",4.0
CeGeRh,81.34627095273507,Materials Project,,,,,,,,,8.809457320185711,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-505282,109.376,29.558,-0.905882032499996,"Ce,Ge,Rh",12.0
ZrCu,81.44109360362235,Materials Project,,,,,,,,,7.46823836427361,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-2210,105.385,29.697,-0.10770546,"Cu,Zr",2.0
LiNi2Sn,81.47369340722899,Materials Project,,,,,,,,,7.69782875004552,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-13915,112.914,29.525,-0.273924724583333,"Li,Ni,Sn",4.0
Sm2ZnIr,81.49006422267529,Materials Project,,,,,,,,,10.26567626971487,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-867182,86.846,30.325,-0.536793945,"Ir,Sm,Zn",4.0
Lu2MgIn,81.54209718412642,Materials Project,,,,,,,,,8.256667775869454,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-865240,55.4,32.495,-0.252657528749999,"In,Lu,Mg",4.0
Mg2AgPt,81.58889653320709,Materials Project,,,,,,,,,8.840751150824785,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-864932,84.193,30.478,-0.5584403854166641,"Ag,Mg,Pt",4.0
Tb2ZnNi2,81.63214713936793,Materials Project,,,,,,,,,9.1492697871056,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-13535,70.66,31.218,-0.456473710666659,"Ni,Tb,Zn",5.0
Sc2CdAg,81.66383195074764,Materials Project,,,,,,,,,6.141727408086353,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-972882,72.853,31.094,-0.283278636249999,"Ag,Cd,Sc",4.0
Yb2Si2O7,81.68246971519852,Materials Project,,,,,,,,,6.236822823552138,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-4300,88.802,30.327,-3.58617321102273,"O,Si,Yb",11.0
CeMgPt,81.698693194347,Materials Project,,,,,,,,,8.77030685493169,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-19934,79.546,30.741,-0.8297022472222231,"Ce,Mg,Pt",9.0
NaFeAs,81.70729942888526,Materials Project,,,,,,,,,4.640161143012655,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-22152,48.294,33.541,-0.26860993295977,"As,Fe,Na",6.0
Dy2AlCo2,81.72372565201974,Materials Project,,,,,,,,,8.658256735491237,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-13431,82.859,30.594,-0.379677936666662,"Al,Co,Dy",5.0
LaNiSn,81.81836342049381,Materials Project,,,,,,,,,7.816221849817411,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-12613,73.286,31.135,-0.6333772400000001,"La,Ni,Sn",12.0
Sm2CuIr,81.83835861514498,Materials Project,,,,,,,,,10.604455263499064,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-867887,89.382,30.369,-0.5488407323611101,"Cu,Ir,Sm",4.0
SrAlGe,81.83922394727249,Materials Project,,,,,,,,,4.069565197375688,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-13311,46.288,33.949,-0.469414841666666,"Al,Ge,Sr",3.0
Y2ZnRu,81.85487124949397,Materials Project,,,,,,,,,6.851185374948116,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-865592,87.008,30.47,-0.337626422499998,"Ru,Y,Zn",4.0
KTiS2,81.87084551965978,Materials Project,,,,,,,,,2.949823503487018,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-1018072,51.499,33.145,-1.566950386395833,"K,S,Ti",4.0
27,81.9,DOE/OSTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,FeNiCrCuMo,0.308048862357905,521.005197348356,4.61232,3.21248,1.04396718290286,3.58022880885233,5.78675080282412,1994.55399999999,0.161170716943246,13.3816113591719,8.2,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FeNiCrCuMo,81.9,DOE/OSTI,13.3816113591719,4.61232,8.2,3.58022880885233,0.161170716943246,5.78675080282412,1.04396718290286,,,,,25.8,1.0430723848324237,27.8,24.8,3.0,0.3783999999999999,0.0322341433886492,0.1,8.200000000000001,13.380866803977112,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiY2Al,81.90206037514653,Materials Project,,,,,,,,,3.597255152039741,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-862555,50.306,33.33,-0.261960931666667,"Al,Li,Y",4.0
FeCu2GeS4,81.93642170575414,Materials Project,,,,,,,,,4.272833283892335,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-22053,71.55,31.294,-0.5802735543749991,"Cu,Fe,Ge,S",8.0
NdMnSi,81.96223384197766,Materials Project,,,,,,,,,6.33991977197485,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-22256,56.943,32.522,-0.5486250432806461,"Mn,Nd,Si",6.0
"Ti, Nb, Ta, Cr, Co",82.0,Latest Research,,,,,,,,,,,,27.68,1.9538679586911711,29.4,25.0,4.400000000000002,0.3272,0.0267013108292458,0.0759999999999999,5.8,13.380866803977112,5.0,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ca3(AlGe)2,82.01296265357125,Materials Project,,,,,,,,,3.050883964855274,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-10670,45.848,34.119,-0.603305947142858,"Al,Ca,Ge",7.0
ThSbTe,82.01599157393952,Materials Project,,,,,,,,,8.797820044343299,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-1019361,69.097,31.492,-1.247597982222224,"Sb,Te,Th",6.0
LiNiP,82.02976442511768,Materials Project,,,,,,,,,3.960070569791651,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-754516,59.926,32.248,-0.659992634000447,"Li,Ni,P",6.0
K(PRh)2,82.10158969509546,Materials Project,,,,,,,,,5.094036776417709,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-12098,54.245,32.9,-0.8369016439404761,"K,P,Rh",5.0
RbCuF3,82.14211288459781,Materials Project,,,,,,,,,5.074041257665589,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-554601,69.734,31.504,-2.3056485615,"Cu,F,Rb",5.0
Cr2FeSe4,82.20611186140243,Materials Project,,,,,,,,,5.904215644216484,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-5749,52.11,33.226,-0.6644594141964281,"Cr,Fe,Se",7.0
Ho6MnTe2,82.24022218500001,Materials Project,,,,,,,,,8.918862161760373,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-1079239,55.737,32.789,-0.7149115360536421,"Ho,Mn,Te",9.0
PrMnGe,82.31554590447486,Materials Project,,,,,,,,,6.779693718811852,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-21271,67.272,31.756,-0.424344749865899,"Ge,Mn,Pr",6.0
HoTmZn2,82.35620988279554,Materials Project,,,,,,,,,8.906056404555805,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-983126,63.012,32.116,-0.348191121249999,"Ho,Tm,Zn",4.0
BaCuAs,82.36323831242873,Materials Project,,,,,,,,,6.025346587761634,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-9898,51.12,33.441,-0.745497724166662,"As,Ba,Cu",6.0
Tm6CoBi2,82.37120966713984,Materials Project,,,,,,,,,10.388491804481514,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-569871,58.177,32.583,-0.445243625555563,"Bi,Co,Tm",9.0
Ba(PPd)2,82.38607773117967,Materials Project,,,,,,,,,6.493142454174843,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-8236,61.494,32.265,-0.796965229857145,"Ba,P,Pd",5.0
LiPm2Os,82.44692900774733,Materials Project,,,,,,,,,9.129902929057204,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-862841,74.575,31.331,-0.155809897916668,"Li,Os,Pm",4.0
TmAgPb,82.4720116239081,Materials Project,,,,,,,,,11.232554610465233,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-20522,66.924,31.852,-0.328322975000002,"Ag,Pb,Tm",9.0
BaPPt,82.47987575735048,Materials Project,,,,,,,,,8.444611338325844,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-21236,79.315,31.085,-1.079450174047616,"Ba,P,Pt",12.0
SrAgO2,82.50272544867771,Materials Project,,,,,,,,,6.224173178264614,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-997085,80.968,31.012,-1.824237780416666,"Ag,O,Sr",8.0
LiHo2Al,82.53357365522588,Materials Project,,,,,,,,,6.374129135071018,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-973841,51.616,33.455,-0.247774739166665,"Al,Ho,Li",4.0
CeMgZn2,82.54708535070395,Materials Project,,,,,,,,,5.916658871297206,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-13254,51.635,33.459,-0.273050123749999,"Ce,Mg,Zn",4.0
Ba(CrAs)2,82.55423662244137,Materials Project,,,,,,,,,5.860978677362443,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-571339,54.127,33.133,-0.458927461,"As,Ba,Cr",5.0
Pd3PbC,82.5655525843004,Materials Project,,,,,,,,,11.254481917802194,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-21031,141.216,29.434,0.191766308500007,"C,Pb,Pd",5.0
Tm2ZnAg,82.70325838813721,Materials Project,,,,,,,,,9.669562063523982,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-971979,68.975,31.805,-0.374587262500003,"Ag,Tm,Zn",4.0
MgScPd2,82.70474639034809,Materials Project,,,,,,,,,6.919682794044935,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-977566,101.961,30.299,-0.831790764999999,"Mg,Pd,Sc",4.0
Pm2CuRu,82.74195963708642,Materials Project,,,,,,,,,8.779469718083796,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-863671,83.241,31.005,-0.21793904,"Cu,Pm,Ru",4.0
CaMnSi,82.76451554473012,Materials Project,,,,,,,,,3.362405820543395,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-21096,42.158,35.285,-0.412331941245213,"Ca,Mn,Si",6.0
MnNi2Ge,82.81452392412314,Materials Project,,,,,,,,,8.342297547077049,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-22029,160.744,29.281,-0.223669968232758,"Ge,Mn,Ni",4.0
Nd2IrPd,82.81849104139253,Materials Project,,,,,,,,,10.61936576649694,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-864622,94.942,30.569,-0.7116777887499991,"Ir,Nd,Pd",4.0
MnCoSe,82.93371321076096,Materials Project,,,,,,,,,7.187685317554166,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-1008873,118.385,29.978,-0.209525096758261,"Co,Mn,Se",3.0
SrNi2Ge,82.96115537464406,Materials Project,,,,,,,,,6.052842096231683,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp-12520,69.921,31.853,-0.418328573750001,"Ge,Ni,Sr",8.0
