,latent_x,latent_y,Co,Cr,Fe,Ni,Mn,Al
9822,-3.115577889,-2.030150754,0.205426,0.209153,0.107918,0.210781,0.114589,0.152133
9823,-3.075376884,-2.030150754,0.204978,0.207975,0.108495,0.21146,0.113787,0.153306
9824,-3.035175879,-2.030150754,0.204498,0.206814,0.109063,0.212127,0.112978,0.154519
9825,-2.994974874,-2.030150754,0.203988,0.205673,0.109623,0.212782,0.112161,0.155773
9826,-2.954773869,-2.030150754,0.203446,0.20455,0.110172,0.213424,0.111336,0.157071
9827,-2.914572864,-2.030150754,0.202873,0.203446,0.110712,0.214053,0.110504,0.158413
9828,-2.874371859,-2.030150754,0.202267,0.202359,0.111241,0.214668,0.109664,0.159801
9829,-2.834170854,-2.030150754,0.201628,0.201292,0.111758,0.215269,0.108815,0.161238
9830,-2.793969849,-2.030150754,0.200956,0.200242,0.112264,0.215855,0.107959,0.162725
9831,-2.753768844,-2.030150754,0.200249,0.19921,0.112758,0.216425,0.107095,0.164263
9832,-2.713567839,-2.030150754,0.199509,0.198196,0.113238,0.216979,0.106222,0.165856
9833,-2.673366834,-2.030150754,0.198733,0.197199,0.113705,0.217516,0.105342,0.167505
9834,-2.633165829,-2.030150754,0.197922,0.19622,0.114158,0.218036,0.104453,0.169212
9835,-2.592964824,-2.030150754,0.197074,0.195259,0.114595,0.218537,0.103555,0.17098
9836,-2.552763819,-2.030150754,0.19619,0.194314,0.115017,0.219019,0.102649,0.17281
9837,-2.512562814,-2.030150754,0.195269,0.193387,0.115422,0.219482,0.101734,0.174707
9838,-2.472361809,-2.030150754,0.194311,0.192476,0.115809,0.219923,0.100811,0.176671
9839,-2.432160804,-2.030150754,0.193314,0.191581,0.116179,0.220343,0.099878,0.178706
9840,-2.391959799,-2.030150754,0.192278,0.190702,0.116529,0.22074,0.098937,0.180814
9841,-2.351758794,-2.030150754,0.191203,0.18984,0.116859,0.221113,0.097986,0.182999
9842,-2.311557789,-2.030150754,0.190088,0.188992,0.117169,0.221462,0.097026,0.185263
9843,-2.271356784,-2.030150754,0.188932,0.18816,0.117457,0.221784,0.096057,0.187609
9844,-2.231155779,-2.030150754,0.187736,0.187343,0.117722,0.222079,0.095079,0.190042
9845,-2.190954774,-2.030150754,0.186497,0.186539,0.117963,0.222346,0.09409,0.192564
9846,-2.150753769,-2.030150754,0.185217,0.18575,0.11818,0.222583,0.093092,0.195178
9847,-2.110552764,-2.030150754,0.183894,0.184974,0.11837,0.222789,0.092084,0.197889
9848,-2.070351759,-2.030150754,0.182527,0.184211,0.118534,0.222962,0.091066,0.2007
9849,-2.030150754,-2.030150754,0.181117,0.18346,0.118669,0.223101,0.090038,0.203615
9850,-1.989949749,-2.030150754,0.179662,0.18272,0.118775,0.223204,0.089,0.206639
9851,-1.949748744,-2.030150754,0.178162,0.181992,0.11885,0.22327,0.087951,0.209775
9852,-1.909547739,-2.030150754,0.176617,0.181273,0.118894,0.223296,0.086891,0.213028
9853,-1.869346734,-2.030150754,0.175026,0.180564,0.118904,0.223282,0.085821,0.216403
9854,-1.829145729,-2.030150754,0.173388,0.179864,0.11888,0.223224,0.08474,0.219903
9855,-1.788944724,-2.030150754,0.171704,0.179172,0.11882,0.223122,0.083647,0.223535
9856,-1.748743719,-2.030150754,0.169972,0.178486,0.118723,0.222972,0.082544,0.227303
9857,-1.708542714,-2.030150754,0.168192,0.177806,0.118588,0.222773,0.081429,0.231212
9858,-1.668341709,-2.030150754,0.166364,0.177131,0.118412,0.222523,0.080303,0.235268
9859,-1.628140704,-2.030150754,0.164487,0.176459,0.118195,0.222218,0.079165,0.239475
9860,-1.587939698,-2.030150754,0.162562,0.17579,0.117935,0.221857,0.078016,0.243841
9861,-1.547738693,-2.030150754,0.160587,0.175121,0.11763,0.221437,0.076855,0.24837
9862,-1.507537688,-2.030150754,0.158562,0.174452,0.117279,0.220956,0.075682,0.253069
9863,-1.467336683,-2.030150754,0.156488,0.173781,0.116881,0.22041,0.074497,0.257943
9864,-1.427135678,-2.030150754,0.154364,0.173107,0.116433,0.219797,0.073299,0.262999
9865,-1.386934673,-2.030150754,0.15219,0.172427,0.115935,0.219115,0.07209,0.268243
9866,-1.346733668,-2.030150754,0.149966,0.171741,0.115385,0.218359,0.070869,0.27368
9867,-1.306532663,-2.030150754,0.147693,0.171045,0.114781,0.217527,0.069635,0.279319
9868,-1.266331658,-2.030150754,0.145369,0.170339,0.114121,0.216616,0.06839,0.285165
9869,-1.226130653,-2.030150754,0.142997,0.169619,0.113405,0.215623,0.067132,0.291224
9870,-1.185929648,-2.030150754,0.140575,0.168884,0.11263,0.214545,0.065862,0.297503
9871,-1.145728643,-2.030150754,0.138104,0.168132,0.111796,0.213378,0.064581,0.304008
9872,-1.105527638,-2.030150754,0.135586,0.16736,0.110901,0.21212,0.063287,0.310746
9873,-1.065326633,-2.030150754,0.13302,0.166565,0.109943,0.210766,0.061982,0.317723
9874,-1.025125628,-2.030150754,0.130805,0.165765,0.108758,0.209022,0.060845,0.324805
9875,-0.984924623,-2.030150754,0.128738,0.164952,0.107428,0.207035,0.059784,0.332063
9876,-0.944723618,-2.030150754,0.127064,0.164068,0.106504,0.205474,0.058858,0.338032
9877,-0.904522613,-2.030150754,0.125848,0.163127,0.10606,0.204434,0.058089,0.342441
9878,-0.864321608,-2.030150754,0.124642,0.162184,0.105613,0.203375,0.057329,0.346857
9879,-0.824120603,-2.030150754,0.123446,0.161239,0.105163,0.202297,0.056576,0.351278
9880,-0.783919598,-2.030150754,0.122261,0.160292,0.104711,0.201202,0.055832,0.355703
9881,-0.743718593,-2.030150754,0.121085,0.159345,0.104256,0.200089,0.055096,0.36013
9882,-0.703517588,-2.030150754,0.11992,0.158396,0.103799,0.198958,0.054367,0.36456
9883,-0.663316583,-2.030150754,0.119135,0.15694,0.103522,0.197659,0.053677,0.369068
9884,-0.623115578,-2.030150754,0.118435,0.155378,0.103283,0.19631,0.053001,0.373593
9885,-0.582914573,-2.030150754,0.117727,0.153844,0.103033,0.194952,0.052331,0.378113
9886,-0.542713568,-2.030150754,0.116623,0.152119,0.102616,0.193429,0.051493,0.38372
9887,-0.502512563,-2.030150754,0.114777,0.150011,0.101881,0.191591,0.05034,0.391399
9888,-0.462311558,-2.030150754,0.112986,0.147963,0.101148,0.18975,0.049229,0.398923
9889,-0.422110553,-2.030150754,0.111249,0.145974,0.100419,0.18791,0.04816,0.406288
9890,-0.381909548,-2.030150754,0.109567,0.144044,0.099695,0.186073,0.04713,0.413491
9891,-0.341708543,-2.030150754,0.107939,0.142171,0.098979,0.184242,0.046138,0.420531
9892,-0.301507538,-2.030150754,0.106365,0.140356,0.098272,0.182418,0.045185,0.427404
9893,-0.261306533,-2.030150754,0.104845,0.138597,0.097574,0.180605,0.044268,0.434111
9894,-0.221105528,-2.030150754,0.103379,0.136894,0.096888,0.178803,0.043386,0.44065
9895,-0.180904523,-2.030150754,0.101966,0.135246,0.096215,0.177015,0.042538,0.44702
9896,-0.140703518,-2.030150754,0.100605,0.133653,0.095555,0.175242,0.041724,0.453221
9897,-0.100502513,-2.030150754,0.099297,0.132114,0.094909,0.173484,0.040942,0.459254
9898,-0.060301508,-2.030150754,0.098039,0.130628,0.094278,0.171744,0.040191,0.46512
9899,-0.020100503,-2.030150754,0.096833,0.129195,0.093663,0.170022,0.03947,0.470817
9900,0.020100503,-2.030150754,0.095676,0.127813,0.093065,0.168318,0.038779,0.476349
9901,0.060301508,-2.030150754,0.094569,0.126483,0.092483,0.166633,0.038115,0.481716
9902,0.100502513,-2.030150754,0.093511,0.125204,0.091918,0.164967,0.03748,0.48692
9903,0.140703518,-2.030150754,0.0925,0.123975,0.091371,0.163322,0.036871,0.491962
9904,0.180904523,-2.030150754,0.091537,0.122795,0.090841,0.161695,0.036288,0.496843
9905,0.221105528,-2.030150754,0.09062,0.121664,0.09033,0.160089,0.03573,0.501567
9906,0.261306533,-2.030150754,0.089748,0.120582,0.089836,0.158502,0.035197,0.506135
9907,0.301507538,-2.030150754,0.088922,0.119548,0.08936,0.156934,0.034687,0.51055
9908,0.341708543,-2.030150754,0.088139,0.118561,0.088902,0.155384,0.0342,0.514813
9909,0.381909548,-2.030150754,0.087401,0.117621,0.088462,0.153853,0.033736,0.518928
9910,0.422110553,-2.030150754,0.086705,0.116728,0.088039,0.152339,0.033293,0.522896
9911,0.462311558,-2.030150754,0.086051,0.115881,0.087634,0.150843,0.032871,0.52672
9912,0.502512563,-2.030150754,0.085439,0.11508,0.087246,0.149362,0.03247,0.530404
9913,0.542713568,-2.030150754,0.084867,0.114325,0.086875,0.147896,0.032088,0.533948
9914,0.582914573,-2.030150754,0.084336,0.113615,0.086521,0.146444,0.031726,0.537358
9915,0.623115578,-2.030150754,0.083845,0.112951,0.086182,0.145005,0.031383,0.540634
9916,0.663316583,-2.030150754,0.083393,0.112331,0.085859,0.143578,0.031059,0.54378
9917,0.703517588,-2.030150754,0.082979,0.111757,0.085551,0.142162,0.030753,0.546798
9918,0.743718593,-2.030150754,0.082604,0.111227,0.085258,0.140755,0.030464,0.549693
9919,0.783919598,-2.030150754,0.082266,0.110743,0.084978,0.139355,0.030193,0.552465
9920,0.824120603,-2.030150754,0.081965,0.110303,0.084712,0.137963,0.029938,0.555119
9921,0.864321608,-2.030150754,0.081701,0.109909,0.084458,0.136574,0.029701,0.557657
9922,0.904522613,-2.030150754,0.081474,0.10956,0.084216,0.13519,0.02948,0.560081
9923,0.944723618,-2.030150754,0.081283,0.109256,0.083984,0.133806,0.029275,0.562396
9924,0.984924623,-2.030150754,0.081127,0.108999,0.083762,0.132423,0.029085,0.564604
9925,1.025125628,-2.030150754,0.081007,0.108789,0.083548,0.131037,0.028912,0.566707
9926,1.065326633,-2.030150754,0.080922,0.108625,0.083343,0.129648,0.028754,0.568709
9927,1.105527638,-2.030150754,0.080872,0.108509,0.083143,0.128252,0.028611,0.570612
9928,1.145728643,-2.030150754,0.080856,0.108441,0.082949,0.126849,0.028484,0.572421
9929,1.185929648,-2.030150754,0.080875,0.108423,0.082759,0.125436,0.028372,0.574136
9930,1.226130653,-2.030150754,0.080928,0.108454,0.082572,0.12401,0.028274,0.575762
9931,1.266331658,-2.030150754,0.081015,0.108537,0.082385,0.12257,0.028192,0.577301
9932,1.306532663,-2.030150754,0.081135,0.108672,0.082197,0.121114,0.028125,0.578757
9933,1.346733668,-2.030150754,0.081289,0.10886,0.082007,0.119638,0.028073,0.580132
9934,1.386934673,-2.030150754,0.081477,0.109104,0.081813,0.118141,0.028036,0.58143
9935,1.427135678,-2.030150754,0.081698,0.109404,0.081613,0.116619,0.028014,0.582652
9936,1.467336683,-2.030150754,0.081952,0.109762,0.081404,0.115072,0.028007,0.583803
9937,1.507537688,-2.030150754,0.082239,0.11018,0.081185,0.113496,0.028016,0.584885
9938,1.547738693,-2.030150754,0.082558,0.110661,0.080953,0.111888,0.02804,0.585901
9939,1.587939698,-2.030150754,0.08291,0.111206,0.080705,0.110246,0.028079,0.586854
9940,1.628140704,-2.030150754,0.083295,0.111818,0.080439,0.108567,0.028135,0.587746
9941,1.668341709,-2.030150754,0.083711,0.112499,0.080153,0.106849,0.028207,0.588582
9942,1.708542714,-2.030150754,0.084158,0.113253,0.079842,0.105089,0.028295,0.589362
9943,1.748743719,-2.030150754,0.084637,0.114083,0.079504,0.103284,0.028401,0.590091
9944,1.788944724,-2.030150754,0.085147,0.114992,0.079136,0.101433,0.028523,0.59077
9945,1.829145729,-2.030150754,0.08574,0.115775,0.079021,0.09996,0.028633,0.590871
9946,1.869346734,-2.030150754,0.086479,0.116203,0.079477,0.099313,0.028698,0.58983
9947,1.909547739,-2.030150754,0.087265,0.116671,0.079959,0.098675,0.028776,0.588655
9948,1.949748744,-2.030150754,0.088099,0.117179,0.080468,0.098044,0.028865,0.587344
9949,1.989949749,-2.030150754,0.088984,0.117727,0.081005,0.097421,0.028967,0.585896
9950,2.030150754,-2.030150754,0.089919,0.118316,0.081569,0.096805,0.029081,0.58431
9951,2.070351759,-2.030150754,0.090907,0.118945,0.082162,0.096194,0.029208,0.582584
9952,2.110552764,-2.030150754,0.091948,0.119616,0.082784,0.095589,0.029346,0.580716
9953,2.150753769,-2.030150754,0.093044,0.120329,0.083435,0.094989,0.029498,0.578706
9954,2.190954774,-2.030150754,0.09348,0.12047,0.083677,0.094456,0.029488,0.578428
9955,2.231155779,-2.030150754,0.093877,0.120577,0.083894,0.093936,0.029471,0.578247
9956,2.271356784,-2.030150754,0.094287,0.120694,0.084116,0.093424,0.029457,0.578021
9957,2.311557789,-2.030150754,0.094711,0.120823,0.084346,0.092921,0.029448,0.577751
9958,2.351758794,-2.030150754,0.095149,0.120963,0.084582,0.092425,0.029442,0.577438
9959,2.391959799,-2.030150754,0.095601,0.121113,0.084825,0.091938,0.029441,0.577083
9960,2.432160804,-2.030150754,0.096067,0.121273,0.085073,0.091457,0.029443,0.576686
9961,2.472361809,-2.030150754,0.096545,0.121444,0.085328,0.090984,0.029449,0.576249
9962,2.512562814,-2.030150754,0.097037,0.121624,0.08559,0.090518,0.029459,0.575772
9963,2.552763819,-2.030150754,0.097543,0.121814,0.085857,0.090058,0.029473,0.575256
9964,2.592964824,-2.030150754,0.098061,0.122013,0.08613,0.089605,0.02949,0.574701
9965,2.633165829,-2.030150754,0.098593,0.122222,0.086409,0.089159,0.02951,0.574108
9966,2.673366834,-2.030150754,0.099137,0.12244,0.086693,0.088718,0.029534,0.573478
9967,2.713567839,-2.030150754,0.099694,0.122666,0.086983,0.088284,0.029561,0.572812
9968,2.753768844,-2.030150754,0.100264,0.122902,0.087279,0.087855,0.029591,0.572109
9969,2.793969849,-2.030150754,0.100846,0.123146,0.08758,0.087432,0.029624,0.571372
9970,2.834170854,-2.030150754,0.101441,0.123398,0.087887,0.087014,0.02966,0.5706
9971,2.874371859,-2.030150754,0.102049,0.123658,0.088198,0.086601,0.029699,0.569794
9972,2.914572864,-2.030150754,0.102669,0.123926,0.088515,0.086194,0.029742,0.568954
9973,2.954773869,-2.030150754,0.103301,0.124202,0.088837,0.085791,0.029786,0.568082
9974,2.994974874,-2.030150754,0.103946,0.124486,0.089163,0.085393,0.029834,0.567178
9975,3.035175879,-2.030150754,0.104602,0.124777,0.089495,0.085,0.029885,0.566241
9976,3.075376884,-2.030150754,0.105271,0.125076,0.089831,0.084611,0.029938,0.565274
9977,3.115577889,-2.030150754,0.105952,0.125381,0.090172,0.084226,0.029993,0.564276
9978,3.155778894,-2.030150754,0.106644,0.125694,0.090517,0.083846,0.030051,0.563248
9979,3.195979899,-2.030150754,0.107349,0.126013,0.090867,0.083469,0.030112,0.56219
9980,3.236180905,-2.030150754,0.108065,0.12634,0.091221,0.083096,0.030175,0.561103
9981,3.27638191,-2.030150754,0.109304,0.126688,0.092284,0.083152,0.030253,0.558318
9982,3.316582915,-2.030150754,0.110631,0.12704,0.093458,0.083266,0.030335,0.555269
9983,3.35678392,-2.030150754,0.111941,0.127394,0.094596,0.083349,0.030418,0.552302
9984,3.396984925,-2.030150754,0.113234,0.127748,0.095698,0.083403,0.0305,0.549416
9985,3.43718593,-2.030150754,0.11451,0.128105,0.096764,0.083428,0.030583,0.546611
9986,3.477386935,-2.030150754,0.115768,0.128463,0.097793,0.083425,0.030667,0.543884
9987,3.51758794,-2.030150754,0.117009,0.128824,0.098786,0.083394,0.030752,0.541235
9988,3.557788945,-2.030150754,0.118234,0.129187,0.099742,0.083338,0.030837,0.538663
9989,3.59798995,-2.030150754,0.119441,0.129553,0.100661,0.083256,0.030922,0.536166
9990,3.638190955,-2.030150754,0.120632,0.129923,0.101543,0.083149,0.031009,0.533744
9991,3.67839196,-2.030150754,0.121805,0.130295,0.102389,0.083018,0.031097,0.531396
9992,3.718592965,-2.030150754,0.122962,0.130672,0.103198,0.082864,0.031185,0.529119
9993,3.75879397,-2.030150754,0.124103,0.131052,0.10397,0.082687,0.031274,0.526913
9994,3.798994975,-2.030150754,0.125227,0.131436,0.104706,0.082489,0.031365,0.524777
9995,3.83919598,-2.030150754,0.126334,0.131824,0.105406,0.08227,0.031456,0.522709
9996,3.879396985,-2.030150754,0.127426,0.132217,0.10607,0.08203,0.031549,0.520708
9997,3.91959799,-2.030150754,0.128501,0.132614,0.106698,0.081771,0.031642,0.518773
9998,3.959798995,-2.030150754,0.129561,0.133016,0.107291,0.081494,0.031737,0.516901
9999,4,-2.030150754,0.130604,0.133423,0.107849,0.081198,0.031833,0.515093
10000,-4,-1.989949749,0.208292,0.239391,0.09481,0.195627,0.129549,0.13233
10001,-3.959798995,-1.989949749,0.208407,0.237799,0.09549,0.19649,0.128908,0.132906
10002,-3.91959799,-1.989949749,0.2085,0.236225,0.096168,0.197347,0.12826,0.1335
10003,-3.879396985,-1.989949749,0.208571,0.234671,0.096844,0.198197,0.127606,0.134111
10004,-3.83919598,-1.989949749,0.20862,0.233137,0.097518,0.19904,0.126944,0.134741
10005,-3.798994975,-1.989949749,0.208646,0.231621,0.09819,0.199876,0.126276,0.135391
10006,-3.75879397,-1.989949749,0.20865,0.230125,0.098859,0.200705,0.125602,0.13606
10007,-3.718592965,-1.989949749,0.20863,0.228647,0.099525,0.201527,0.12492,0.136751
10008,-3.67839196,-1.989949749,0.208587,0.227189,0.100188,0.202341,0.124232,0.137463
10009,-3.638190955,-1.989949749,0.20852,0.225751,0.100847,0.203148,0.123536,0.138198
10010,-3.59798995,-1.989949749,0.208429,0.224331,0.101503,0.203946,0.122834,0.138956
10011,-3.557788945,-1.989949749,0.208313,0.222931,0.102156,0.204737,0.122125,0.139738
10012,-3.51758794,-1.989949749,0.208171,0.221549,0.102804,0.20552,0.12141,0.140546
10013,-3.477386935,-1.989949749,0.208005,0.220187,0.103448,0.206294,0.120687,0.141379
10014,-3.43718593,-1.989949749,0.207812,0.218844,0.104087,0.20706,0.119957,0.14224
10015,-3.396984925,-1.989949749,0.207593,0.217521,0.104721,0.207817,0.11922,0.143128
10016,-3.35678392,-1.989949749,0.207348,0.216216,0.10535,0.208565,0.118476,0.144046
10017,-3.316582915,-1.989949749,0.207075,0.21493,0.105973,0.209303,0.117725,0.144994
10018,-3.27638191,-1.989949749,0.206775,0.213663,0.10659,0.210031,0.116967,0.145973
10019,-3.236180905,-1.989949749,0.206447,0.212416,0.1072,0.21075,0.116202,0.146985
10020,-3.195979899,-1.989949749,0.206091,0.211187,0.107804,0.211458,0.11543,0.148031
10021,-3.155778894,-1.989949749,0.205705,0.209977,0.108401,0.212155,0.11465,0.149112
10022,-3.115577889,-1.989949749,0.205291,0.208786,0.10899,0.212841,0.113863,0.150229
10023,-3.075376884,-1.989949749,0.204847,0.207614,0.10957,0.213516,0.113068,0.151384
10024,-3.035175879,-1.989949749,0.204372,0.206461,0.110143,0.214179,0.112266,0.152579
10025,-2.994974874,-1.989949749,0.203867,0.205326,0.110706,0.21483,0.111457,0.153814
10026,-2.954773869,-1.989949749,0.203331,0.20421,0.11126,0.215468,0.11064,0.155091
10027,-2.914572864,-1.989949749,0.202763,0.203112,0.111804,0.216093,0.109815,0.156413
10028,-2.874371859,-1.989949749,0.202164,0.202033,0.112337,0.216704,0.108983,0.15778
10029,-2.834170854,-1.989949749,0.201531,0.200972,0.11286,0.2173,0.108143,0.159194
10030,-2.793969849,-1.989949749,0.200866,0.199929,0.11337,0.217882,0.107295,0.160658
10031,-2.753768844,-1.989949749,0.200167,0.198904,0.113868,0.218449,0.106439,0.162173
10032,-2.713567839,-1.989949749,0.199434,0.197897,0.114354,0.218999,0.105575,0.163741
10033,-2.673366834,-1.989949749,0.198666,0.196908,0.114826,0.219532,0.104703,0.165364
10034,-2.633165829,-1.989949749,0.197863,0.195937,0.115283,0.220049,0.103823,0.167045
10035,-2.592964824,-1.989949749,0.197025,0.194983,0.115726,0.220547,0.102934,0.168785
10036,-2.552763819,-1.989949749,0.19615,0.194046,0.116153,0.221026,0.102037,0.170588
10037,-2.512562814,-1.989949749,0.195239,0.193126,0.116564,0.221485,0.101132,0.172454
10038,-2.472361809,-1.989949749,0.19429,0.192223,0.116958,0.221923,0.100218,0.174388
10039,-2.432160804,-1.989949749,0.193303,0.191337,0.117333,0.22234,0.099295,0.176391
10040,-2.391959799,-1.989949749,0.192279,0.190467,0.11769,0.222735,0.098364,0.178466
10041,-2.351758794,-1.989949749,0.191215,0.189613,0.118027,0.223106,0.097423,0.180617
10042,-2.311557789,-1.989949749,0.190112,0.188774,0.118343,0.223452,0.096474,0.182845
10043,-2.271356784,-1.989949749,0.188969,0.187951,0.118638,0.223773,0.095515,0.185155
10044,-2.231155779,-1.989949749,0.187785,0.187143,0.11891,0.224067,0.094547,0.187549
10045,-2.190954774,-1.989949749,0.18656,0.186349,0.119159,0.224332,0.09357,0.190031
10046,-2.150753769,-1.989949749,0.185293,0.185569,0.119383,0.224568,0.092583,0.192604
10047,-2.110552764,-1.989949749,0.183985,0.184803,0.119581,0.224773,0.091586,0.195272
10048,-2.070351759,-1.989949749,0.182633,0.18405,0.119753,0.224946,0.09058,0.198038
10049,-2.030150754,-1.989949749,0.181238,0.183309,0.119897,0.225085,0.089564,0.200907
10050,-1.989949749,-1.989949749,0.179799,0.182581,0.120012,0.225189,0.088537,0.203882
10051,-1.949748744,-1.989949749,0.178316,0.181864,0.120096,0.225256,0.0875,0.206968
10052,-1.909547739,-1.989949749,0.176788,0.181157,0.120149,0.225284,0.086453,0.210168
10053,-1.869346734,-1.989949749,0.175214,0.18046,0.12017,0.225271,0.085396,0.213489
10054,-1.829145729,-1.989949749,0.173595,0.179773,0.120156,0.225216,0.084328,0.216933
10055,-1.788944724,-1.989949749,0.171929,0.179093,0.120107,0.225116,0.083249,0.220506
10056,-1.748743719,-1.989949749,0.170217,0.178421,0.120021,0.22497,0.082159,0.224212
10057,-1.708542714,-1.989949749,0.168457,0.177755,0.119897,0.224775,0.081058,0.228058
10058,-1.668341709,-1.989949749,0.166649,0.177095,0.119733,0.22453,0.079946,0.232047
10059,-1.628140704,-1.989949749,0.164794,0.176438,0.119528,0.224231,0.078823,0.236187
10060,-1.587939698,-1.989949749,0.16289,0.175785,0.119281,0.223876,0.077688,0.240481
10061,-1.547738693,-1.989949749,0.160937,0.175133,0.118989,0.223463,0.076542,0.244936
10062,-1.507537688,-1.989949749,0.158936,0.174481,0.118652,0.22299,0.075384,0.249557
10063,-1.467336683,-1.989949749,0.156886,0.173828,0.118268,0.222453,0.074214,0.254351
10064,-1.427135678,-1.989949749,0.154786,0.173173,0.117835,0.221849,0.073033,0.259324
10065,-1.386934673,-1.989949749,0.152637,0.172513,0.117352,0.221177,0.07184,0.264481
10066,-1.346733668,-1.989949749,0.150438,0.171847,0.116817,0.220433,0.070635,0.26983
10067,-1.306532663,-1.989949749,0.14819,0.171173,0.116229,0.219613,0.069419,0.275376
10068,-1.266331658,-1.989949749,0.145893,0.170489,0.115586,0.218716,0.06819,0.281125
10069,-1.226130653,-1.989949749,0.143548,0.169794,0.114887,0.217738,0.06695,0.287084
10070,-1.185929648,-1.989949749,0.141153,0.169084,0.11413,0.216675,0.065697,0.29326
10071,-1.145728643,-1.989949749,0.13871,0.168358,0.113314,0.215525,0.064434,0.299659
10072,-1.105527638,-1.989949749,0.13622,0.167613,0.112438,0.214284,0.063158,0.306287
10073,-1.065326633,-1.989949749,0.133683,0.166847,0.111499,0.21295,0.061872,0.313149
10074,-1.025125628,-1.989949749,0.131491,0.166077,0.110334,0.21123,0.060749,0.320119
10075,-0.984924623,-1.989949749,0.129458,0.165295,0.10902,0.20926,0.059707,0.327259
10076,-0.944723618,-1.989949749,0.127683,0.164455,0.107972,0.207554,0.058754,0.333582
10077,-0.904522613,-1.989949749,0.126485,0.163535,0.107537,0.206512,0.057996,0.337934
10078,-0.864321608,-1.989949749,0.125297,0.162613,0.1071,0.205452,0.057246,0.342293
10079,-0.824120603,-1.989949749,0.124118,0.161689,0.106659,0.204372,0.056504,0.346658
10080,-0.783919598,-1.989949749,0.12295,0.160764,0.106216,0.203274,0.055769,0.351026
10081,-0.743718593,-1.989949749,0.121793,0.159838,0.10577,0.202158,0.055043,0.355398
10082,-0.703517588,-1.989949749,0.120645,0.158911,0.105323,0.201025,0.054325,0.359771
10083,-0.663316583,-1.989949749,0.119509,0.157985,0.104873,0.199874,0.053615,0.364145
10084,-0.623115578,-1.989949749,0.118832,0.15644,0.104647,0.19852,0.052949,0.368612
10085,-0.582914573,-1.989949749,0.118159,0.154905,0.104417,0.19715,0.05229,0.373078
10086,-0.542713568,-1.989949749,0.117246,0.153269,0.104084,0.195681,0.051534,0.378186
10087,-0.502512563,-1.989949749,0.115431,0.151159,0.103368,0.193838,0.050391,0.385814
10088,-0.462311558,-1.989949749,0.113669,0.14911,0.102653,0.191991,0.049289,0.393289
10089,-0.422110553,-1.989949749,0.11196,0.14712,0.101941,0.190144,0.048228,0.400607
10090,-0.381909548,-1.989949749,0.110305,0.145189,0.101234,0.188299,0.047207,0.407766
10091,-0.341708543,-1.989949749,0.108703,0.143317,0.100534,0.186459,0.046224,0.414763
10092,-0.301507538,-1.989949749,0.107154,0.141503,0.099843,0.184626,0.045279,0.421596
10093,-0.261306533,-1.989949749,0.105658,0.139746,0.09916,0.182802,0.044369,0.428264
10094,-0.221105528,-1.989949749,0.104216,0.138045,0.098489,0.18099,0.043495,0.434766
10095,-0.180904523,-1.989949749,0.102825,0.1364,0.09783,0.179189,0.042654,0.441101
10096,-0.140703518,-1.989949749,0.101487,0.13481,0.097183,0.177403,0.041847,0.447269
10097,-0.100502513,-1.989949749,0.1002,0.133275,0.096551,0.175632,0.041072,0.45327
10098,-0.060301508,-1.989949749,0.098964,0.131794,0.095933,0.173877,0.040327,0.459104
10099,-0.020100503,-1.989949749,0.097779,0.130366,0.09533,0.17214,0.039613,0.464772
10100,0.020100503,-1.989949749,0.096643,0.12899,0.094744,0.17042,0.038928,0.470276
10101,0.060301508,-1.989949749,0.095556,0.127667,0.094174,0.168718,0.038271,0.475615
10102,0.100502513,-1.989949749,0.094517,0.126394,0.09362,0.167034,0.037642,0.480792
10103,0.140703518,-1.989949749,0.093527,0.125173,0.093084,0.16537,0.037039,0.485808
10104,0.180904523,-1.989949749,0.092583,0.124002,0.092565,0.163723,0.036462,0.490665
10105,0.221105528,-1.989949749,0.091685,0.12288,0.092063,0.162096,0.03591,0.495365
10106,0.261306533,-1.989949749,0.090833,0.121808,0.091579,0.160487,0.035383,0.49991
10107,0.301507538,-1.989949749,0.090026,0.120784,0.091113,0.158896,0.034879,0.504302
10108,0.341708543,-1.989949749,0.089264,0.119809,0.090664,0.157323,0.034398,0.508543
10109,0.381909548,-1.989949749,0.088545,0.118882,0.090232,0.155767,0.033939,0.512636
10110,0.422110553,-1.989949749,0.087868,0.118002,0.089818,0.154227,0.033502,0.516583
10111,0.462311558,-1.989949749,0.087235,0.117169,0.089421,0.152703,0.033086,0.520386
10112,0.502512563,-1.989949749,0.086642,0.116383,0.089041,0.151193,0.03269,0.52405
10113,0.542713568,-1.989949749,0.086091,0.115644,0.088677,0.149698,0.032315,0.527575
10114,0.582914573,-1.989949749,0.085581,0.114951,0.088329,0.148215,0.031959,0.530965
10115,0.623115578,-1.989949749,0.08511,0.114304,0.087997,0.146743,0.031623,0.534223
10116,0.663316583,-1.989949749,0.084679,0.113704,0.087679,0.145282,0.031304,0.537351
10117,0.703517588,-1.989949749,0.084287,0.11315,0.087377,0.14383,0.031004,0.540352
10118,0.743718593,-1.989949749,0.083933,0.112642,0.087088,0.142386,0.030722,0.543229
10119,0.783919598,-1.989949749,0.083618,0.11218,0.086812,0.140948,0.030458,0.545985
10120,0.824120603,-1.989949749,0.08334,0.111765,0.086548,0.139514,0.030211,0.548623
